id,test_id,success,cloud_provider,region,run_time,function_name,allocated_memory,cpu_cores,execution_time,latency,was_cold_start,estimated_costs_per_1m
5137,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5365,f,2.6532
5126,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5824,f,2.74164
5122,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5311,f,2.6532
5087,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5809,f,2.74164
5086,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5560,f,2.74164
5082,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5631,f,2.74164
5075,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5346,f,2.6532
5175,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5163,f,2.6532
5170,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4797,f,2.56476
5161,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6439,f,2.83008
5041,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5373,f,2.6532
5033,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5952,f,2.74164
5031,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4951,f,2.56476
5025,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6223,f,2.83008
5011,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5989,f,2.74164
5010,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5649,f,2.74164
5001,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6002,f,2.83008
4991,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5708,f,2.74164
4989,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5356,f,2.6532
5058,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5013,f,2.6532
4922,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4958,f,2.56476
4916,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5577,f,2.74164
4905,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5362,f,2.6532
4894,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5226,f,2.6532
4884,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5952,f,2.74164
4856,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5098,f,2.6532
4975,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5562,f,2.74164
4974,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5059,f,2.6532
4970,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5917,f,2.74164
4962,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5823,f,2.74164
4829,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5629,f,2.74164
4825,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4804,f,2.56476
4794,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4848,f,2.56476
4851,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5818,f,2.74164
4731,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5971,f,2.74164
4721,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5630,f,2.74164
4719,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5981,f,2.74164
4713,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5623,f,2.74164
4712,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4504,f,2.56476
4477,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5769,f,2.74164
4457,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5355,f,2.6532
4700,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5446,f,2.6532
4656,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5389,f,2.6532
4654,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5555,f,2.74164
4772,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6304,f,2.83008
4771,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5583,f,2.74164
4755,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5325,f,2.6532
4752,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6034,f,2.83008
4647,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5954,f,2.74164
4624,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,6206,f,2.83008
4612,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5363,f,2.6532
4579,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5436,f,2.6532
4560,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5333,f,2.6532
4556,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5206,f,2.6532
4555,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5579,f,2.74164
4551,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5067,f,2.6532
4545,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,4795,f,2.56476
4515,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5961,f,2.74164
4506,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5042,f,2.6532
4496,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5310,f,2.6532
4487,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,264,5515,f,2.74164
4633,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5223,f,2.66325
5314,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5676,f,2.752025
5420,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5440,f,2.66325
4559,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5393,f,2.66325
4815,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,4720,f,2.574475
5123,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5341,f,2.66325
5119,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,4945,f,2.574475
4626,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5626,f,2.752025
5104,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5446,f,2.66325
4499,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,6500,f,2.929575
5267,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,6473,f,2.8408
5336,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5693,f,2.752025
4784,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5338,f,2.66325
5065,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5561,f,2.752025
5074,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5420,f,2.66325
4746,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5802,f,2.752025
4740,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5812,f,2.752025
4631,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5001,f,2.66325
5276,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,6280,f,2.8408
4723,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5298,f,2.66325
5313,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5617,f,2.752025
5335,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5494,f,2.66325
5289,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,4966,f,2.574475
5407,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5745,f,2.752025
4537,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5556,f,2.752025
5408,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,6098,f,2.8408
5334,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,6004,f,2.8408
4456,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5321,f,2.66325
4481,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5287,f,2.66325
4757,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5626,f,2.752025
5305,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5630,f,2.752025
4460,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5824,f,2.752025
5326,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5968,f,2.752025
4767,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,7235,f,3.01835
4678,rq1-aws-node-10,t,AWS Lambda,eu-central-1,Node.js 20.x,matrix-multiplication,512,2,265,5611,f,2.752025
